"Supplementary Table S11. Read-level specificity of the best model (Embed + LSTM + Attention) on fixed-length reads simulated based on error profiles of different sequencing platforms using 3,269 MAGs excluded from training",,,,,
MAG_ID_ENA,75bp (GenomeAnalyzer II),100bp (HiSeq 2000),125bp (HiSeq 2500),150bp (HiSeq 2500),250bp (MiSeq v3)
MAG-GUT92002,0.586,0.930,0.973,0.978,0.957
MAG-GUT92006,0.439,0.962,0.991,0.997,0.988
MAG-GUT92007,0.583,0.943,0.969,0.976,0.952
MAG-GUT92065,0.425,0.859,0.919,0.937,0.919
MAG-GUT92066,0.431,0.964,0.992,0.994,0.985
MAG-GUT92079,0.528,0.930,0.965,0.975,0.949
MAG-GUT92091,0.144,0.693,0.825,0.866,0.928
MAG-GUT92111,0.456,0.966,0.996,0.998,0.991
MAG-GUT92127,0.446,0.901,0.960,0.973,0.933
MAG-GUT9228,0.472,0.931,0.965,0.970,0.950
MAG-GUT9275,0.681,0.953,0.978,0.977,0.970
MAG-GUT9303,0.673,0.979,0.992,0.994,0.990
MAG-GUT9316,0.672,0.977,0.991,0.991,0.988
MAG-GUT9364,0.642,0.984,0.993,0.996,0.992
MAG-GUT9376,0.680,0.979,0.993,0.995,0.991
MAG-GUT9396,0.558,0.888,0.905,0.911,0.863
MAG-GUT9405,0.566,0.895,0.921,0.903,0.874
MAG-GUT940,0.429,0.960,0.992,0.995,0.989
MAG-GUT9421,0.459,0.944,0.960,0.960,0.940
MAG-GUT9435,0.673,0.930,0.955,0.960,0.954
MAG-GUT945,0.438,0.945,0.993,0.994,0.987
MAG-GUT9461,0.482,0.949,0.960,0.959,0.946
MAG-GUT9523,0.672,0.950,0.973,0.971,0.961
MAG-GUT956,0.251,0.664,0.771,0.818,0.766
MAG-GUT9594,0.558,0.965,0.975,0.975,0.966
MAG-GUT9612,0.357,0.765,0.832,0.861,0.908
MAG-GUT9618,0.315,0.922,0.977,0.982,0.963
MAG-GUT9621,0.483,0.946,0.962,0.958,0.938
MAG-GUT9640,0.474,0.955,0.964,0.964,0.941
MAG-GUT9642,0.275,0.913,0.977,0.984,0.968
MAG-GUT9659,0.539,0.875,0.915,0.920,0.915
MAG-GUT9669,0.299,0.740,0.826,0.839,0.842
MAG-GUT9674,0.453,0.954,0.962,0.967,0.944
MAG-GUT9681,0.196,0.934,0.975,0.985,0.979
MAG-GUT9684,0.318,0.769,0.858,0.877,0.871
MAG-GUT9688,0.684,0.975,0.991,0.993,0.973
MAG-GUT9692,0.686,0.969,0.991,0.994,0.973
MAG-GUT9714,0.332,0.786,0.867,0.873,0.888
MAG-GUT9744,0.541,0.934,0.965,0.969,0.953
MAG-GUT9760,0.669,0.949,0.964,0.962,0.924
MAG-GUT9766,0.242,0.520,0.668,0.739,0.640
MAG-GUT984,0.438,0.965,0.995,0.997,0.990
MAG-GUT988,0.527,0.932,0.972,0.977,0.954
MAG-GUT9964,0.322,0.805,0.846,0.871,0.893
MAG-GUT9970,0.599,0.937,0.968,0.976,0.962
