"Supplementary Table S1. Metadata of the 2,505 genomes used as reference to train the species classification model",,,,,,,,,,,,,
Genome,Source,Species label,Assignment level1,Phylum,Class,Order,Family,Genus,Species2, Genome size (bp) ,# Contigs, N50 (bp) ,GC (%)
UMGS573,UMGS,2051,Genus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,-," 3,371,145 ",69," 81,790 ",41.42
UMGS574,UMGS,2052,Genus,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,-," 2,474,898 ",63," 79,564 ",49.19
UMGS576,UMGS,2053,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 2,309,147 ",169," 20,296 ",58.79
UMGS577,UMGS,2054,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 1,983,140 ",114," 24,788 ",57.94
UMGS578,UMGS,2055,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 1,529,515 ",52," 51,414 ",47.62
UMGS579,UMGS,2056,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,-," 2,613,950 ",40," 98,959 ",53.02
UMGS57,UMGS,2057,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 2,679,961 ",104," 41,568 ",56.17
UMGS580,UMGS,2058,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,-," 2,553,408 ",74," 57,465 ",51.46
UMGS581,UMGS,2059,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 2,209,247 ",74," 48,640 ",60.00
UMGS582,UMGS,2060,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,096,757 ",85," 35,055 ",60.05
UMGS583,UMGS,2061,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,738,424 ",47," 54,776 ",49.80
UMGS584,UMGS,2062,Family,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,-," 3,111,530 ",181," 28,576 ",49.62
UMGS585,UMGS,2063,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,110,577 ",89," 40,437 ",59.93
UMGS586,UMGS,2064,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,091,882 ",76," 46,863 ",59.81
UMGS587,UMGS,2065,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,113,608 ",71," 51,170 ",60.14
UMGS588,UMGS,2066,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,949,426 ",167," 16,606 ",60.20
UMGS589,UMGS,2067,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,088,086 ",173," 18,532 ",60.02
UMGS590,UMGS,2068,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,136,494 ",29," 118,217 ",60.05
UMGS592,UMGS,2069,Phylum,Tenericutes,NA,NA,NA,NA,-," 1,477,623 ",47," 42,846 ",31.64
UMGS593,UMGS,2070,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 2,558,639 ",52," 65,575 ",49.74
UMGS594,UMGS,2071,Genus,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XI,Anaerococcus,-," 1,745,397 ",47," 93,061 ",30.42
UMGS595,UMGS,2072,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,968,174 ",95," 31,763 ",60.14
UMGS596,UMGS,2073,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 2,043,853 ",39," 104,782 ",61.49
UMGS597,UMGS,2074,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 2,022,256 ",35," 97,881 ",61.45
UMGS598,UMGS,2075,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 1,738,138 ",66," 36,881 ",40.58
UMGS599,UMGS,2076,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 2,046,279 ",114," 24,020 ",49.78
UMGS59,UMGS,2077,Genus,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,-," 2,611,477 ",53," 106,124 ",33.09
UMGS600,UMGS,2078,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 1,875,451 ",103," 31,092 ",57.68
UMGS601,UMGS,2079,Family,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA,-," 2,380,842 ",42," 104,006 ",54.12
UMGS602,UMGS,2080,Genus,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,-," 2,231,373 ",199," 15,421 ",30.03
UMGS603,UMGS,2081,Genus,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,-," 2,061,725 ",39," 85,659 ",56.12
UMGS604,UMGS,2082,Genus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,-," 3,419,558 ",193," 27,809 ",45.06
UMGS605,UMGS,2083,Genus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,-," 1,841,621 ",148," 23,272 ",46.91
UMGS606,UMGS,2084,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,879,491 ",76," 33,271 ",46.91
UMGS607,UMGS,2085,Genus,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,-," 3,846,942 ",162," 39,771 ",37.55
UMGS608,UMGS,2086,Family,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,NA,-," 2,920,817 ",72," 61,669 ",54.61
UMGS609,UMGS,2087,Family,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,NA,-," 1,715,114 ",103," 26,426 ",65.79
UMGS610,UMGS,2088,Phylum,Tenericutes,NA,NA,NA,NA,-," 1,146,711 ",21," 122,018 ",26.76
UMGS611,UMGS,2089,Phylum,Tenericutes,NA,NA,NA,NA,-," 1,246,506 ",21," 104,159 ",26.81
UMGS613,UMGS,2090,Genus,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,-," 2,278,510 ",38," 88,683 ",62.16
UMGS615,UMGS,2091,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 3,366,873 ",121," 40,833 ",43.24
UMGS616,UMGS,2092,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,034,771 ",123," 25,584 ",60.09
UMGS617,UMGS,2093,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,-," 2,704,784 ",113," 34,938 ",46.68
UMGS618,UMGS,2094,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 3,365,614 ",528," 7,725 ",37.38
UMGS619,UMGS,2095,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,382,552 ",59," 28,829 ",45.87
UMGS61,UMGS,2096,Genus,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Dialister,-," 2,301,291 ",157," 21,175 ",52.61
UMGS620,UMGS,2097,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 3,503,945 ",37," 229,775 ",27.83
UMGS621,UMGS,2098,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,989,677 ",54," 57,073 ",54.55
UMGS622,UMGS,2099,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,-," 3,812,665 ",150," 49,324 ",42.92
UMGS623,UMGS,2100,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,024,646 ",165," 18,034 ",59.89
UMGS624,UMGS,2101,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,-," 3,416,948 ",69," 79,551 ",49.19
UMGS625,UMGS,2102,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 2,679,802 ",73," 84,623 ",62.98
UMGS626,UMGS,2103,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,-," 2,725,275 ",109," 35,994 ",50.01
UMGS627,UMGS,2104,Genus,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,-," 1,915,099 ",190," 13,039 ",44.85
UMGS628,UMGS,2105,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Odoribacter,-," 3,424,017 ",139," 38,668 ",44.43
UMGS629,UMGS,2106,Family,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,NA,-," 2,191,692 ",68," 65,040 ",60.79
UMGS62,UMGS,2107,Genus,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XI,Peptoniphilus,-," 1,622,414 ",12," 199,765 ",29.92
UMGS630,UMGS,2108,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,-," 3,646,495 ",114," 73,546 ",40.34
UMGS631,UMGS,2109,Genus,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,-," 1,727,321 ",33," 166,045 ",45.18
UMGS632,UMGS,2110,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 2,846,141 ",163," 30,959 ",29.20
UMGS633,UMGS,2111,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,090,657 ",128," 21,379 ",60.16
UMGS634,UMGS,2112,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Olsenella,-," 2,092,731 ",95," 30,396 ",65.93
UMGS635,UMGS,2113,Phylum,Tenericutes,NA,NA,NA,NA,-," 1,248,274 ",24," 82,581 ",29.37
UMGS636,UMGS,2114,Class,Tenericutes,Mollicutes,NA,NA,NA,-," 1,303,871 ",41," 53,326 ",25.81
UMGS637,UMGS,2115,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 2,538,242 ",74," 55,549 ",45.55
UMGS638,UMGS,2116,Genus,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,-," 2,171,635 ",123," 23,331 ",57.37
UMGS639,UMGS,2117,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,217,348 ",9," 361,084 ",59.84
UMGS63,UMGS,2118,Genus,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,-," 1,867,269 ",51," 58,837 ",44.62
UMGS640,UMGS,2119,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,148,033 ",25," 105,326 ",60.02
UMGS641,UMGS,2120,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,276,884 ",50," 73,544 ",59.88
UMGS642,UMGS,2121,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,267,424 ",50," 87,038 ",59.73
UMGS643,UMGS,2122,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,326,547 ",37," 102,401 ",59.90
UMGS644,UMGS,2123,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,935,389 ",25," 103,704 ",59.86
UMGS645,UMGS,2124,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,148,104 ",57," 53,255 ",60.05
UMGS646,UMGS,2125,Genus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,-," 2,262,130 ",44," 75,304 ",52.64
UMGS647,UMGS,2126,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,-," 5,901,741 ",132," 72,580 ",43.34
UMGS648,UMGS,2127,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,-," 2,924,807 ",110," 36,460 ",51.90
UMGS649,UMGS,2128,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,987,704 ",159," 19,745 ",59.86
UMGS64,UMGS,2129,Class,Proteobacteria,Alphaproteobacteria,NA,NA,NA,-," 1,766,843 ",52," 64,666 ",45.95
UMGS650,UMGS,2130,Family,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,NA,-," 1,754,449 ",95," 29,159 ",60.73
UMGS651,UMGS,2131,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,128,653 ",126," 27,825 ",60.21
UMGS652,UMGS,2132,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,078,819 ",86," 43,703 ",59.92
UMGS653,UMGS,2133,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,057,516 ",120," 27,788 ",59.84
UMGS654,UMGS,2134,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,-," 2,486,830 ",53," 70,347 ",51.26
UMGS655,UMGS,2135,Genus,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,-," 2,215,059 ",78," 51,682 ",57.17
UMGS656,UMGS,2136,Order,Verrucomicrobia,Opitutae,Opitutales,NA,NA,-," 2,237,805 ",160," 18,695 ",58.70
UMGS657,UMGS,2137,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,-," 2,342,113 ",51," 62,213 ",62.88
UMGS658,UMGS,2138,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 2,801,469 ",95," 52,392 ",61.37
UMGS659,UMGS,2139,Family,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA,-," 3,029,033 ",79," 59,426 ",46.29
UMGS65,UMGS,2140,Genus,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,-," 1,783,290 ",108," 23,631 ",49.03
UMGS660,UMGS,2141,Genus,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,-," 1,867,012 ",31," 93,042 ",48.15
UMGS661,UMGS,2142,Genus,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,-," 1,558,553 ",67," 32,771 ",48.82
UMGS662,UMGS,2143,Genus,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,-," 1,566,050 ",49," 55,568 ",53.08
UMGS663,UMGS,2144,Genus,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Succiniclasticum,-," 1,973,557 ",17," 207,529 ",47.56
UMGS664,UMGS,2145,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 2,105,826 ",104," 30,290 ",45.74
UMGS665,UMGS,2146,Genus,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,-," 1,767,218 ",21," 190,474 ",45.74
UMGS666,UMGS,2147,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,947,873 ",209," 13,723 ",60.03
UMGS667,UMGS,2148,Genus,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Acidaminococcus,-," 1,890,844 ",55," 86,344 ",54.28
UMGS668,UMGS,2149,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 2,461,597 ",64," 49,975 ",52.38
UMGS669,UMGS,2150,Genus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus,-," 2,628,797 ",71," 68,259 ",43.61
UMGS66,UMGS,2151,Class,Tenericutes,Mollicutes,NA,NA,NA,-," 1,525,481 ",31," 80,256 ",30.05
UMGS670,UMGS,2152,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 2,127,257 ",53," 71,112 ",58.06
UMGS671,UMGS,2153,Family,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,-," 3,890,464 ",162," 34,028 ",52.37
UMGS672,UMGS,2154,Genus,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,-," 1,842,824 ",69," 33,193 ",39.09
UMGS673,UMGS,2155,Family,Tenericutes,Mollicutes,Erysipelotrichales,Erysipelotrichaceae,NA,-," 2,360,498 ",393," 7,329 ",29.32
UMGS674,UMGS,2156,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,966,412 ",147," 19,842 ",60.03
UMGS675,UMGS,2157,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Eggerthella,-," 1,829,144 ",147," 16,860 ",53.29
UMGS676,UMGS,2158,Order,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA,-," 2,700,478 ",40," 102,045 ",52.61
UMGS677,UMGS,2159,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 1,833,273 ",235," 10,592 ",39.49
UMGS678,UMGS,2160,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,-," 2,802,973 ",87," 50,738 ",48.30
UMGS679,UMGS,2161,Family,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,NA,-," 2,260,045 ",84," 39,466 ",61.53
UMGS680,UMGS,2162,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 3,278,188 ",353," 11,811 ",34.67
UMGS681,UMGS,2163,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 3,531,672 ",165," 54,802 ",35.95
UMGS682,UMGS,2164,Genus,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Butyricicoccus,-," 1,933,045 ",215," 13,110 ",59.02
UMGS683,UMGS,2165,Genus,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,-," 2,174,241 ",42," 99,567 ",57.49
UMGS684,UMGS,2166,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,884,856 ",220," 11,088 ",60.06
UMGS685,UMGS,2167,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,544,132 ",29," 91,005 ",56.31
UMGS686,UMGS,2168,Phylum,Tenericutes,NA,NA,NA,NA,-," 1,131,933 ",45," 38,553 ",26.36
UMGS687,UMGS,2169,Phylum,Firmicutes,NA,NA,NA,NA,-," 899,875 ",10," 160,523 ",34.99
UMGS688,UMGS,2170,Phylum,Tenericutes,NA,NA,NA,NA,-," 1,046,494 ",45," 33,210 ",26.65
UMGS689,UMGS,2171,Family,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,NA,-," 542,109 ",4," 404,062 ",28.31
UMGS68,UMGS,2172,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Olsenella,-," 2,112,154 ",148," 23,647 ",65.95
UMGS690,UMGS,2173,Order,Proteobacteria,Alphaproteobacteria,Rickettsiales,NA,NA,-," 1,733,436 ",179," 15,281 ",47.28
UMGS691,UMGS,2174,Genus,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,-," 2,032,060 ",325," 7,761 ",60.75
UMGS692,UMGS,2175,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,713,288 ",23," 124,713 ",48.29
UMGS693,UMGS,2176,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 2,289,351 ",35," 109,259 ",50.54
UMGS695,UMGS,2177,Genus,Tenericutes,Mollicutes,Erysipelotrichales,Erysipelotrichaceae,Solobacterium,-," 2,789,889 ",321," 13,546 ",34.09
UMGS696,UMGS,2178,Family,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,NA,-," 1,591,769 ",194," 10,806 ",62.31
UMGS697,UMGS,2179,Family,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,-," 2,828,077 ",55," 73,793 ",43.12
UMGS698,UMGS,2180,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,-," 3,530,226 ",84," 77,310 ",47.27
UMGS699,UMGS,2181,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 2,815,816 ",107," 41,361 ",49.44
UMGS69,UMGS,2182,Genus,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megasphaera,-," 2,418,387 ",94," 36,049 ",50.97
UMGS6,UMGS,2183,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,010,912 ",47," 69,341 ",62.27
UMGS700,UMGS,2184,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 2,060,907 ",105," 29,676 ",58.63
UMGS701,UMGS,2185,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,944,670 ",89," 34,571 ",60.31
UMGS702,UMGS,2186,Family,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,-," 2,171,440 ",44," 96,992 ",41.69
UMGS704,UMGS,2187,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,059,693 ",94," 36,980 ",60.24
UMGS705,UMGS,2188,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 2,735,606 ",34," 151,905 ",53.29
UMGS706,UMGS,2189,Genus,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Phascolarctobacterium,-," 2,063,404 ",38," 77,774 ",47.45
UMGS707,UMGS,2190,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 2,054,046 ",39," 79,665 ",56.48
UMGS708,UMGS,2191,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 2,563,577 ",22," 167,864 ",59.68
UMGS709,UMGS,2192,Genus,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,-," 2,163,775 ",38," 96,246 ",60.11
UMGS70,UMGS,2193,Genus,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,-," 1,965,731 ",90," 34,721 ",57.19
UMGS710,UMGS,2194,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 2,135,284 ",65," 51,348 ",61.31
UMGS711,UMGS,2195,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,385,688 ",35," 58,858 ",42.85
UMGS712,UMGS,2196,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,-," 3,294,760 ",130," 40,294 ",46.48
UMGS713,UMGS,2197,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,-," 1,928,262 ",163," 16,473 ",47.52
UMGS714,UMGS,2198,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,093,052 ",146," 20,645 ",60.00
UMGS715,UMGS,2199,Order,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA,-," 2,031,213 ",105," 26,942 ",40.46
UMGS716,UMGS,2200,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,128,385 ",124," 31,137 ",60.26
UMGS717,UMGS,2201,Genus,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Phascolarctobacterium,-," 1,752,486 ",87," 34,586 ",39.68
UMGS718,UMGS,2202,Genus,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,-," 1,787,369 ",31," 94,168 ",47.06
UMGS719,UMGS,2203,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,100,050 ",48," 75,698 ",59.93
UMGS71,UMGS,2204,Genus,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,-," 2,223,547 ",81," 41,698 ",54.66
UMGS720,UMGS,2205,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,157,156 ",12," 249,184 ",59.70
UMGS721,UMGS,2206,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,287,148 ",36," 104,496 ",59.93
UMGS722,UMGS,2207,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,202,600 ",104," 36,180 ",59.72
UMGS723,UMGS,2208,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,154,512 ",45," 75,901 ",59.70
UMGS724,UMGS,2209,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 2,144,187 ",64," 49,424 ",59.78
UMGS725,UMGS,2210,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 3,203,018 ",189," 26,338 ",42.15
UMGS726,UMGS,2211,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,939,305 ",89," 47,088 ",48.47
UMGS727,UMGS,2212,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,998,787 ",91," 30,067 ",60.00
UMGS728,UMGS,2213,Genus,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,-," 2,363,103 ",82," 43,226 ",64.86
UMGS729,UMGS,2214,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 2,126,992 ",208," 13,658 ",57.48
UMGS730,UMGS,2215,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 2,638,535 ",77," 55,217 ",57.30
UMGS731,UMGS,2216,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,874,815 ",89," 32,049 ",42.65
UMGS732,UMGS,2217,Class,Tenericutes,Mollicutes,NA,NA,NA,-," 1,556,359 ",69," 42,980 ",28.83
UMGS733,UMGS,2218,Genus,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Phascolarctobacterium,-," 1,752,526 ",34," 73,092 ",45.30
UMGS734,UMGS,2219,Genus,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,-," 1,835,602 ",225," 11,517 ",32.12
UMGS735,UMGS,2220,Phylum,Tenericutes,NA,NA,NA,NA,-," 1,225,239 ",25," 77,622 ",29.21
UMGS736,UMGS,2221,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 2,209,522 ",47," 76,320 ",46.39
UMGS737,UMGS,2222,Genus,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,-," 1,993,566 ",55," 60,855 ",61.87
UMGS738,UMGS,2223,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 1,930,224 ",58," 46,988 ",45.22
UMGS739,UMGS,2224,Genus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,-," 2,399,958 ",295," 10,916 ",43.31
UMGS73,UMGS,2225,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 3,190,110 ",47," 91,944 ",54.83
UMGS740,UMGS,2226,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 2,537,318 ",58," 62,585 ",58.52
UMGS741,UMGS,2227,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,930,338 ",123," 28,978 ",60.03
UMGS742,UMGS,2228,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,950,132 ",192," 13,947 ",60.09
