"Supplementary Table S2. Metadata of the 3,269 high quality MAGs used to benchmark the read-level specificity and sensitivity of different species classification models ",,,,,,,,,,,,,,,,,,,
MAG_ID_ENA,Completeness (%),Closest reference,Species label, Reference genome size (bp) ,Reference genome covered (%),CheckM lineage (reference),Phylum (reference),Class (reference),Order (reference),Family (reference),Genus (reference), MAG genome size (bp) ,MAG aligned to reference (%),ANI between MAG and reference (%),Mash distance between MAG and reference,Most similar reference covered (%),Reference aligned to most similar reference (%),ANI between reference and most similar reference (%),Mash distance between reference and most similar reference
MAG-GUT7118,99.63,20298_3_11,158," 2,754,334 ",92.75,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus," 2,846,506 ",89.56,99.22,0.01,2.77,2.91,85.76,0.23
MAG-GUT71208,97.32,21673_4_22,201," 2,827,949 ",77.19,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus," 2,400,598 ",90.17,97.92,0.02,81.78,64.89,89.46,0.09
MAG-GUT7120,100.00,GCF_000163735,310," 2,174,425 ",87.00,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella;s__Veillonella_parvula,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella," 2,033,205 ",93.13,96.60,0.03,72.47,53.88,88.75,0.10
MAG-GUT7121,99.63,20298_3_11,158," 2,754,334 ",92.67,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus," 2,844,979 ",89.55,99.22,0.01,2.77,2.91,85.76,0.23
MAG-GUT7125,99.63,20298_3_11,158," 2,754,334 ",91.95,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus," 2,808,967 ",90.02,99.23,0.01,2.77,2.91,85.76,0.23
MAG-GUT7132,100.00,UMGS9,2504," 1,971,073 ",99.44,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella," 1,993,997 ",98.48,99.99,0.00,73.17,76.81,89.52,0.08
MAG-GUT71347,92.00,UMGS77,2265," 1,911,898 ",83.08,k__Bacteria;p__Tenericutes;c__Mollicutes,Tenericutes,Mollicutes,Unassigned,Unassigned,Unassigned," 1,774,610 ",89.45,99.25,0.01,67.14,46.83,86.97,0.11
MAG-GUT71390,97.31,UMGS65,2140," 1,783,290 ",90.96,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum," 1,721,447 ",94.16,98.88,0.01,4.24,4.01,82.96,0.26
MAG-GUT71501,94.30,UMGS185,1450," 2,201,228 ",84.28,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus," 2,059,072 ",89.83,96.49,0.03,77.63,78.57,88.77,0.09
MAG-GUT7155,100.00,GCF_000163735,310," 2,174,425 ",87.16,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella;s__Veillonella_parvula,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella," 2,054,599 ",92.24,96.51,0.02,72.47,53.88,88.75,0.10
MAG-GUT71562,92.39,UMGS87,2373," 1,862,956 ",88.23,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unassigned," 2,031,571 ",80.76,99.69,0.01,56.92,57.19,85.15,0.14
MAG-GUT71577,99.28,11861_6_61,2," 2,376,935 ",87.48,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes," 2,379,558 ",87.15,99.38,0.01,1.17,1.61,95.19,0.18
MAG-GUT7161,97.60,GCF_000163735,310," 2,174,425 ",83.46,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella;s__Veillonella_parvula,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella," 1,972,925 ",91.97,96.50,0.03,72.47,53.88,88.75,0.10
MAG-GUT7166,97.60,GCF_000163735,310," 2,174,425 ",83.44,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella;s__Veillonella_parvula,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella," 1,971,859 ",91.96,96.51,0.03,72.47,53.88,88.75,0.10
MAG-GUT71679,94.94,13414_6_53,57," 2,852,528 ",67.20,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium," 2,048,309 ",93.24,98.52,0.02,53.29,56.62,88.19,0.11
MAG-GUT71686,99.33,13414_6_3,50," 2,912,566 ",84.14,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,Firmicutes,Clostridia,Clostridiales,Unassigned,Unassigned," 2,757,811 ",88.52,98.93,0.01,2.13,2.16,93.59,0.18
MAG-GUT71751,98.50,UMGS99,2503," 1,699,832 ",93.13,k__Bacteria;p__Tenericutes;c__Mollicutes,Tenericutes,Mollicutes,Unassigned,Unassigned,Unassigned," 1,703,491 ",92.81,99.31,0.01,2.99,2.79,93.40,0.21
MAG-GUT7175,99.63,20298_3_11,158," 2,754,334 ",92.06,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus," 2,903,574 ",87.17,99.24,0.01,2.77,2.91,85.76,0.23
MAG-GUT71840,97.55,14207_7_9,112," 3,035,220 ",78.50,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae_2;g__Lachnospira,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira," 2,550,425 ",93.29,99.18,0.01,26.84,26.34,89.17,0.14
MAG-GUT71866,97.95,21673_4_22,201," 2,827,949 ",81.32,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus," 2,779,477 ",81.96,97.83,0.03,81.78,64.89,89.46,0.09
MAG-GUT7197,99.40,UMGS16,1286," 2,094,981 ",87.77,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella," 2,119,661 ",86.59,96.51,0.03,93.79,60.69,94.37,0.05
MAG-GUT71989,93.84,21673_4_22,201," 2,827,949 ",76.84,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus," 2,468,992 ",87.26,97.80,0.02,81.78,64.89,89.46,0.09
MAG-GUT72017,93.46,21673_4_22,201," 2,827,949 ",74.72,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus," 2,412,415 ",86.67,97.78,0.03,81.78,64.89,89.46,0.09
MAG-GUT72020,95.39,13414_6_3,50," 2,912,566 ",77.94,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,Firmicutes,Clostridia,Clostridiales,Unassigned,Unassigned," 2,497,370 ",90.63,97.85,0.02,2.13,2.16,93.59,0.18
MAG-GUT72079,95.70,UMGS223,1693," 1,771,615 ",91.16,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum," 1,803,553 ",89.66,99.31,0.01,4.44,4.78,86.02,0.20
MAG-GUT72100,95.70,UMGS223,1693," 1,771,615 ",91.28,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum," 1,812,041 ",89.48,99.29,0.01,4.44,4.78,86.02,0.20
MAG-GUT7210,99.40,UMGS16,1286," 2,094,981 ",86.70,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella," 2,068,642 ",87.60,96.56,0.03,93.79,60.69,94.37,0.05
MAG-GUT72119,90.42,GCF_000411395,422," 2,287,856 ",78.56,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus_intestini,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Acidaminococcus," 1,872,736 ",95.33,99.31,0.01,89.41,82.22,92.68,0.06
MAG-GUT72127,98.80,GCF_000411395,422," 2,287,856 ",87.22,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus_intestini,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Acidaminococcus," 2,039,150 ",97.26,99.29,0.01,89.41,82.22,92.68,0.06
MAG-GUT7213,99.63,20298_3_11,158," 2,754,334 ",91.65,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus," 2,643,413 ",95.30,99.07,0.01,2.77,2.91,85.76,0.23
MAG-GUT7214,99.63,20298_3_11,158," 2,754,334 ",91.85,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus," 2,648,773 ",95.29,99.07,0.01,2.77,2.91,85.76,0.23
MAG-GUT7216,99.63,20298_3_11,158," 2,754,334 ",91.67,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus," 2,648,163 ",95.30,99.07,0.01,2.77,2.91,85.76,0.23
MAG-GUT7222,99.63,20298_3_11,158," 2,754,334 ",91.78,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus," 2,649,990 ",95.30,99.06,0.01,2.77,2.91,85.76,0.23
MAG-GUT72283,94.62,UMGS65,2140," 1,783,290 ",89.62,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum," 1,826,268 ",87.84,97.19,0.03,4.24,4.01,82.96,0.26
MAG-GUT72293,99.25,21673_4_5,211," 3,315,322 ",89.25,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2;g__Barnesiella,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella," 3,181,585 ",92.65,98.49,0.02,2.95,3.53,96.98,0.17
MAG-GUT7229,97.01,GCF_000411535,426," 2,071,607 ",84.74,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella;s__Veillonella_atypica,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella," 2,045,079 ",85.99,96.85,0.03,76.81,73.16,89.52,0.08
MAG-GUT722,91.32,21673_4_5,211," 3,315,322 ",75.68,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2;g__Barnesiella,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella," 2,642,276 ",94.32,98.56,0.02,2.95,3.53,96.98,0.17
MAG-GUT72315,91.28,12718_7_41,17," 2,569,277 ",82.84,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,Firmicutes,Clostridia,Clostridiales,Unassigned,Unassigned," 2,345,299 ",90.46,97.72,0.02,90.43,54.91,93.19,0.07
MAG-GUT72317,95.91,GCF_000209405,341," 3,118,216 ",71.78,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Ruminococcus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus," 2,442,228 ",90.83,99.45,0.02,7.87,11.05,98.46,0.12
MAG-GUT7247,100.00,GCF_000411535,426," 2,071,607 ",88.95,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella;s__Veillonella_atypica,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella," 2,054,361 ",88.99,96.50,0.03,76.81,73.16,89.52,0.08
MAG-GUT7253,97.75,20298_3_11,158," 2,754,334 ",90.46,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus," 2,859,261 ",86.75,99.22,0.01,2.77,2.91,85.76,0.23
MAG-GUT72571,97.85,UMGS65,2140," 1,783,290 ",92.10,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum," 1,735,259 ",94.94,99.04,0.01,4.24,4.01,82.96,0.26
MAG-GUT72585,97.85,UMGS65,2140," 1,783,290 ",93.20,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum," 1,810,152 ",92.06,99.03,0.01,4.24,4.01,82.96,0.26
MAG-GUT72738,97.27,UMGS185,1450," 2,201,228 ",88.89,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus," 2,185,708 ",89.61,97.65,0.02,77.63,78.57,88.77,0.09
MAG-GUT7278,99.63,20298_3_11,158," 2,754,334 ",92.93,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus," 2,768,168 ",92.39,99.24,0.01,2.77,2.91,85.76,0.23
MAG-GUT72832,96.77,UMGS65,2140," 1,783,290 ",92.24,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum," 1,940,765 ",85.04,97.21,0.03,4.24,4.01,82.96,0.26
MAG-GUT72841,93.55,UMGS65,2140," 1,783,290 ",85.81,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum," 1,645,937 ",93.29,97.20,0.03,4.24,4.01,82.96,0.26
MAG-GUT7285,96.86,20298_2_53,154," 2,011,472 ",74.76,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae_3;g__Lactobacillus_3;s__Lactobacillus_salivarius,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus," 1,646,236 ",91.00,98.13,0.02,3.68,3.55,85.96,0.23
MAG-GUT7291,99.39,GCF_000010185,226," 1,986,740 ",76.03,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Family_XI._Incertae_Sedis;g__Finegoldia;s__Finegoldia_magna,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XI,Finegoldia," 1,653,863 ",90.24,97.56,0.03,3.88,3.33,93.79,0.19
MAG-GUT72929,99.25,21673_4_5,211," 3,315,322 ",89.70,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2;g__Barnesiella,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella," 3,140,760 ",94.25,98.53,0.01,2.95,3.53,96.98,0.17
MAG-GUT73018,95.93,UMGS185,1450," 2,201,228 ",91.00,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus," 2,252,472 ",88.75,97.78,0.02,77.63,78.57,88.77,0.09
MAG-GUT73024,90.39,UMGS65,2140," 1,783,290 ",85.70,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum," 1,687,053 ",90.74,97.19,0.03,4.24,4.01,82.96,0.26
MAG-GUT73031,94.59,UMGS185,1450," 2,201,228 ",87.86,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus," 2,071,202 ",93.22,97.78,0.02,77.63,78.57,88.77,0.09
MAG-GUT73157,95.64,UMGS108,646," 2,476,225 ",87.37,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unassigned," 2,400,966 ",90.03,98.14,0.02,67.59,72.19,93.05,0.05
MAG-GUT73278,96.47,21673_4_22,201," 2,827,949 ",79.33,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus," 2,536,405 ",87.86,97.77,0.02,81.78,64.89,89.46,0.09
MAG-GUT7328,94.38,UMGS352,1822," 1,542,578 ",83.94,k__Bacteria;p__Spirochaetes;c__Spirochaetia,Spirochaetes,Spirochaetia,Unassigned,Unassigned,Unassigned," 1,397,994 ",92.59,97.76,0.02,20.38,20.70,84.31,0.19
MAG-GUT73298,93.84,21673_4_22,201," 2,827,949 ",80.87,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus," 2,689,328 ",84.28,97.75,0.02,81.78,64.89,89.46,0.09
MAG-GUT73376,94.63,20287_6_22,132," 3,052,732 ",77.41,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus," 2,615,648 ",90.08,98.77,0.02,4.05,3.43,94.23,0.19
MAG-GUT73407,99.33,13414_6_3,50," 2,912,566 ",83.32,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,Firmicutes,Clostridia,Clostridiales,Unassigned,Unassigned," 2,569,319 ",94.32,98.88,0.01,2.13,2.16,93.59,0.18
MAG-GUT73422,95.30,UMGS138,962," 3,214,767 ",85.99,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium," 3,135,559 ",88.46,98.47,0.02,22.52,26.68,87.03,0.16
MAG-GUT73491,98.42,GCF_000242435,374," 2,499,879 ",78.15,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Dialister,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Dialister," 2,007,855 ",93.40,97.03,0.03,68.01,61.39,88.73,0.10
MAG-GUT73497,95.89,21673_4_22,201," 2,827,949 ",78.79,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus," 2,544,248 ",86.94,97.82,0.02,81.78,64.89,89.46,0.09
MAG-GUT73734,97.85,UMGS65,2140," 1,783,290 ",91.71,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum," 1,800,063 ",91.18,97.20,0.03,4.24,4.01,82.96,0.26
MAG-GUT73749,90.60,20287_6_22,132," 3,052,732 ",73.05,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus," 2,432,724 ",91.30,98.89,0.02,4.05,3.43,94.23,0.19
MAG-GUT73804,91.95,20287_6_22,132," 3,052,732 ",73.70,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus," 2,478,835 ",90.35,98.87,0.02,4.05,3.43,94.23,0.19
MAG-GUT73847,93.82,UMGS483,1960," 1,480,560 ",98.86,k__Bacteria,Tenericutes,Unassigned,Unassigned,Unassigned,Unassigned," 1,544,886 ",94.72,100.00,0.00,2.26,2.55,90.43,0.21
MAG-GUT73862,99.52,11861_6_61,2," 2,376,935 ",87.33,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes," 2,317,765 ",89.28,99.45,0.01,1.17,1.61,95.19,0.18
MAG-GUT73909,97.85,UMGS65,2140," 1,783,290 ",91.73,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum," 1,807,805 ",91.28,97.20,0.03,4.24,4.01,82.96,0.26
MAG-GUT73910,95.70,UMGS65,2140," 1,783,290 ",90.15,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum," 1,738,037 ",92.90,97.19,0.02,4.24,4.01,82.96,0.26
MAG-GUT73961,96.58,21673_4_22,201," 2,827,949 ",77.43,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus," 2,545,556 ",84.94,97.80,0.03,81.78,64.89,89.46,0.09
MAG-GUT73962,95.95,UMGS39,1871," 2,822,385 ",89.85,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium," 2,702,952 ",93.62,99.11,0.01,4.24,4.36,87.15,0.21
MAG-GUT73967,93.67,UMGS12,867," 2,229,238 ",88.06,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella," 2,109,030 ",93.01,98.76,0.01,89.95,53.27,92.01,0.08
MAG-GUT73968,94.43,UMGS42,1904," 3,004,049 ",87.79,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae_2;g__Lachnospira,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira," 2,883,401 ",91.37,98.90,0.01,46.71,45.82,88.73,0.12
MAG-GUT73992,96.66,21673_4_22,201," 2,827,949 ",78.06,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus," 2,730,604 ",80.12,97.76,0.03,81.78,64.89,89.46,0.09
MAG-GUT74023,93.84,21673_4_22,201," 2,827,949 ",75.28,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus," 2,404,870 ",87.74,97.82,0.03,81.78,64.89,89.46,0.09
MAG-GUT74028,95.28,UMGS39,1871," 2,822,385 ",87.51,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium," 2,706,253 ",91.04,99.06,0.01,4.24,4.36,87.15,0.21
MAG-GUT74183,93.82,UMGS483,1960," 1,480,560 ",99.21,k__Bacteria,Tenericutes,Unassigned,Unassigned,Unassigned,Unassigned," 1,520,354 ",96.64,99.99,0.00,2.26,2.55,90.43,0.21
MAG-GUT74302,94.62,UMGS223,1693," 1,771,615 ",90.84,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum," 1,830,288 ",88.18,99.24,0.01,4.44,4.78,86.02,0.20
MAG-GUT74311,91.93,GCF_000186505,327," 2,965,437 ",82.11,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella;s__Sutterella_wadsworthensis,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella," 2,565,125 ",93.91,98.57,0.02,6.20,4.51,87.03,0.21
MAG-GUT74323,94.62,UMGS223,1693," 1,771,615 ",89.57,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum," 1,746,335 ",90.87,99.26,0.01,4.44,4.78,86.02,0.20
MAG-GUT74324,95.62,GCF_000273525,381," 2,216,395 ",89.69,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_bifidum,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium," 2,046,930 ",96.95,99.22,0.01,20.25,20.81,86.78,0.16
MAG-GUT74329,98.20,GCF_000411395,422," 2,287,856 ",88.82,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus_intestini,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Acidaminococcus," 2,101,788 ",96.11,99.41,0.01,89.41,82.22,92.68,0.06
MAG-GUT74335,93.55,UMGS223,1693," 1,771,615 ",89.44,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum," 1,799,803 ",88.33,99.23,0.01,4.44,4.78,86.02,0.20
